section	pivot_word	template	occurrences	paper_count	top_papers	exemplar_quotes
abstract	however	However, intrinsic self-p-doping and high hole mobility of Sn-based perovskites lead to excessive hole injection under high current densities, causing severe hole dissipation and hindering the achievement of high efficiency at high radiance.	1	1	10.1038/s41467-026-72625-z	However, intrinsic self-p-doping and high hole mobility of Sn-based perovskites lead to excessive hole injection under high current densities, causing severe hole dissipation and hindering the achievement of high efficiency at high radiance.
introduction	however	However, OLEDs are constrained by high production costs and fundamental efficiency limits imposed by the energy gap law, while QLEDs are hindered by low radiance, complicated synthesis procedures, and toxicity of heavy metal ions like Pb, making it challenging for both technologies to achieve high-performance NIR-II emissions.	1	1	10.1038/s41467-026-72625-z	However, OLEDs are constrained by high production costs and fundamental efficiency limits imposed by the energy gap law, while QLEDs are hindered by low radiance, complicated synthesis procedures, and toxicity of heavy metal ions like Pb, making it challenging for both technologies to achieve high-performance NIR-II emissions.
introduction	yet	For practical applications, achieving both high radiance and high efficiency is essential, yet this remains a major bottleneck for existing solution-processed NIR-II LED technologies.	1	1	10.1038/s41467-026-72625-z	For practical applications, achieving both high radiance and high efficiency is essential, yet this remains a major bottleneck for existing solution-processed NIR-II LED technologies.
introduction	despite	Consequently, despite these improvements in perovskite grain quality, the EQE of NIR-II Sn-based Pero-LEDs remains below #%, significantly lagging behind their Pb-based counterparts due to intrinsic charge transport disparities.	1	1	10.1038/s41467-026-72625-z	Consequently, despite these improvements in perovskite grain quality, the EQE of NIR-II Sn-based Pero-LEDs remains below 10%, significantly lagging behind their Pb-based counterparts due to intrinsic charge transport disparities.
introduction	although	Although this approach partially improved charge injection, its lack of control over crystallization and grain growth led to undesirable grain morphology, thereby limiting effective regulation of charge injection and recombination.	1	1	10.1038/s41467-026-72625-z	Although this approach partially improved charge injection, its lack of control over crystallization and grain growth led to undesirable grain morphology, thereby limiting effective regulation of charge injection and recombination.
introduction	while	In this work, we employ #-crown-# (#C#) as a growth regulator to precisely tailor perovskite grain growth, effectively suppressing lateral grain growth while facilitating longitudinal growth.	1	1	10.1038/s41467-026-72625-z	In this work, we employ 18-crown-6 (18C6) as a growth regulator to precisely tailor perovskite grain growth, effectively suppressing lateral grain growth while facilitating longitudinal growth.
results	while	This regulation inhibits excessive lateral grain growth while intensifying longitudinal growth, thereby enabling a significant morphology transformation from low-lying dendritic structures to elongated island-like formations (Fig. #a).	1	1	10.1038/s41467-026-72625-z	This regulation inhibits excessive lateral grain growth while intensifying longitudinal growth, thereby enabling a significant morphology transformation from low-lying dendritic structures to elongated island-like formations (Fig. 1a).
results	whereas	Further magnified SEM images reveal that the low-lying morphology consists of interconnected multi-grain domains, whereas the elongated island-like structures comprise one or two grains (Supplementary Fig. #).	1	1	10.1038/s41467-026-72625-z	Further magnified SEM images reveal that the low-lying morphology consists of interconnected multi-grain domains, whereas the elongated island-like structures comprise one or two grains (Supplementary Fig. 2).
results	despite	Meanwhile, despite the reduced coverage, the elongated grains expose more top surface to the electron transport layer (ETL), resulting in only a slight reduction in EML/ETL contact area (S electron).	1	1	10.1038/s41467-026-72625-z	Meanwhile, despite the reduced coverage, the elongated grains expose more top surface to the electron transport layer (ETL), resulting in only a slight reduction in EML/ETL contact area (S electron).
results	but	Nevertheless, excessively high PSS:Na concentrations cause a marked reduction in radiance, but also intensify interfacial hole accumulation and dissipation, ultimately leading to drastic efficiency and radiance roll-off at high current densities.	1	1	10.1038/s41467-026-72625-z	Nevertheless, excessively high PSS:Na concentrations cause a marked reduction in radiance, but also intensify interfacial hole accumulation and dissipation, ultimately leading to drastic efficiency and radiance roll-off at high current densities.
results	however	However, the difference is reduced, and noticeable grain aggregation occurs.	1	1	10.1038/s41467-026-72625-z	However, the difference is reduced, and noticeable grain aggregation occurs.
methods	while	Poly(#,#-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS, Clevios PVP AI#) was purchased from Heraeus, while #,#-Bis(#,#-di-#-pyridinylphenyl)-#-methylpyrimidine (B#PYMPM) was purchased from Luminescence Technology Corp.	1	1	10.1038/s41467-026-72625-z	Poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS, Clevios PVP AI4083) was purchased from Heraeus, while 4,6-Bis(3,5-di-3-pyridinylphenyl)-2-methylpyrimidine (B3PYMPM) was purchased from Luminescence Technology Corp.
abstract	however	Hybrid perovskite semiconductors represent a promising platform for color-tunable light emitting diodes (LEDs) and lasers; however the behavior of these materials under the intense electrical excitation required for electrically-pumped lasing remains unexplored.	1	1	10.1038/s41467-018-07383-8	Hybrid perovskite semiconductors represent a promising platform for color-tunable light emitting diodes (LEDs) and lasers; however the behavior of these materials under the intense electrical excitation required for electrically-pumped lasing remains unexplored.
abstract	yet	The impact of ions is less pronounced in the high current density regime (J > # A cm⁻²) where EQE roll-off is dominated by a combination of Joule heating and charge imbalance yet shows no evidence of Auger loss suggesting that operation at kA cm⁻² current densities relevant for a laser diode should be within reach.	1	1	10.1038/s41467-018-07383-8	The impact of ions is less pronounced in the high current density regime (J > 10 A cm⁻²) where EQE roll-off is dominated by a combination of Joule heating and charge imbalance yet shows no evidence of Auger loss suggesting that operation at kA cm⁻² current densities relevant for a laser diode should be within reach.
introduction	however	Perovskite LEDs are the most well-established platform for electrical pumping and have demonstrated external quantum efficiencies (EQEs) over #% at low current densities (J < # A cm⁻²); however the high current density regime relevant for lasing (J > # A cm⁻²) remains relatively unexplored.	1	1	10.1038/s41467-018-07383-8	Perovskite LEDs are the most well-established platform for electrical pumping and have demonstrated external quantum efficiencies (EQEs) over 20% at low current densities (J < 1 A cm⁻²); however the high current density regime relevant for lasing (J > 100 A cm⁻²) remains relatively unexplored.
introduction	yet	The impact of ions is less pronounced in the high current density regime (J > # A cm⁻²) where efficiency roll-off is dominated by a combination of Joule heating and charge imbalance yet shows no evidence of Auger loss even at current densities exceeding # A cm⁻².	1	1	10.1038/s41467-018-07383-8	The impact of ions is less pronounced in the high current density regime (J > 10 A cm⁻²) where efficiency roll-off is dominated by a combination of Joule heating and charge imbalance yet shows no evidence of Auger loss even at current densities exceeding 150 A cm⁻².
results	but	By contrast the pulsed drive JVL data (ton = # μs toff = # ms) exhibit virtually no hysteresis but depend strongly on the background bias with both current and light increasing with Vbias in the range # to # V.	1	1	10.1038/s41467-018-07383-8	By contrast the pulsed drive JVL data (ton = 15 μs toff = 2 ms) exhibit virtually no hysteresis but depend strongly on the background bias with both current and light increasing with Vbias in the range 0 to 3 V.
results	however	Higher currents up to J = # A cm⁻² (limited by the driving circuit) can be reached without catastrophic device failure; however this leads to irreversible device degradation as evident from the return sweep of the brown curve in Fig. #b.	1	1	10.1038/s41467-018-07383-8	Higher currents up to J = 620 A cm⁻² (limited by the driving circuit) can be reached without catastrophic device failure; however this leads to irreversible device degradation as evident from the return sweep of the brown curve in Fig. 2b.
results	yet	Adding a # V background bias eliminates PL quenching during the pulse yet has no effect on the pre-pulse decay.	1	1	10.1038/s41467-018-07383-8	Adding a 2.5 V background bias eliminates PL quenching during the pulse yet has no effect on the pre-pulse decay.
results	despite	Chief among these is Joule heating which becomes significant at high current density despite our efforts to mitigate it through short pulsed drive and small device area.	1	1	10.1038/s41467-018-07383-8	Chief among these is Joule heating which becomes significant at high current density despite our efforts to mitigate it through short pulsed drive and small device area.
discussion	but	Under a sudden voltage pulse the band diagram tilts accordingly but the ions remain frozen in place (Fig. #b).	1	1	10.1038/s41467-018-07383-8	Under a sudden voltage pulse the band diagram tilts accordingly but the ions remain frozen in place (Fig. 9b).
discussion	however	During the voltage pulse however carriers that are swept to the perovskite layer edges now have fewer ionic defects with which to undergo non-radiative recombination (Fig. #d).	1	1	10.1038/s41467-018-07383-8	During the voltage pulse however carriers that are swept to the perovskite layer edges now have fewer ionic defects with which to undergo non-radiative recombination (Fig. 9d).
discussion	although	Although it is difficult to quantify how big a role changes in charge balance may play in the EQE variation of Fig. #, the fact that the EQE generally improves more for a given Vbias than the associated decrease in non-radiative rate (as in Fig. #) suggests that the impact of charge balance is not negligible.	1	1	10.1038/s41467-018-07383-8	Although it is difficult to quantify how big a role changes in charge balance may play in the EQE variation of Fig. 2, the fact that the EQE generally improves more for a given Vbias than the associated decrease in non-radiative rate (as in Fig. 3) suggests that the impact of charge balance is not negligible.
discussion	while	While the EQE and current density required to reach lasing threshold depend strongly on the details of the eventual resonator design a rough estimate can be made based on the threshold carrier density nth~# × #¹⁷ cm⁻³, measured previously for MAPbI₃ in a metal-clad distributed feedback resonator (the most closely related existing structure to a laser diode) under optical pumping at T = # K.	1	1	10.1038/s41467-018-07383-8	While the EQE and current density required to reach lasing threshold depend strongly on the details of the eventual resonator design a rough estimate can be made based on the threshold carrier density nth~8 × 10¹⁷ cm⁻³, measured previously for MAPbI₃ in a metal-clad distributed feedback resonator (the most closely related existing structure to a laser diode) under optical pumping at T = 160 K.
methods	while	The reaction was performed in an ice bath while stirring for # h.	1	1	10.1038/s41467-018-07383-8	The reaction was performed in an ice bath while stirring for 3 h.
introduction	however	However these #D perovskites can suffer from large leakage current due to incomplete surface coverage when the film thickness is decreased to tens of nanometers in LEDs.	1	1	10.1038/s41467-018-03049-7	However these 3D perovskites can suffer from large leakage current due to incomplete surface coverage when the film thickness is decreased to tens of nanometers in LEDs.
results	however	However Fig. #b also shows that the PL starts to increase after the bias exceeds the turn-on voltage (# V when the device emits light) for bipolar charge injection and EL.	1	1	10.1038/s41467-018-03049-7	However Fig. 1b also shows that the PL starts to increase after the bias exceeds the turn-on voltage (1.5 V when the device emits light) for bipolar charge injection and EL.
results	while	More importantly transient measurements show that the PL lifetime is almost constant when the PLQE is constant while it decreases significantly as the PLQE drops (Fig. #b).	1	1	10.1038/s41467-018-03049-7	More importantly transient measurements show that the PL lifetime is almost constant when the PLQE is constant while it decreases significantly as the PLQE drops (Fig. 3b).
discussion	while	While in the solution-processed MQW perovskite LEDs the processing simplicity of the MQW structures allows easy tunability of the QW width resulting in reduced luminescence quenching and enhanced device performance.	1	1	10.1038/s41467-018-03049-7	While in the solution-processed MQW perovskite LEDs the processing simplicity of the MQW structures allows easy tunability of the QW width resulting in reduced luminescence quenching and enhanced device performance.
abstract	although	Although perovskite light-emitting diodes (PeLEDs) have recently experienced significant progress there are only scattered reports of PeLEDs with both high efficiency and long operational stability calling for additional strategies to address this challenge.	1	1	10.1038/s41467-020-14747-6	Although perovskite light-emitting diodes (PeLEDs) have recently experienced significant progress there are only scattered reports of PeLEDs with both high efficiency and long operational stability calling for additional strategies to address this challenge.
introduction	however	However improving operational stability of PeLEDs is still a major challenge and obtaining PeLEDs with both high efficiency and long operational stability remains elusive.	1	1	10.1038/s41467-020-14747-6	However improving operational stability of PeLEDs is still a major challenge and obtaining PeLEDs with both high efficiency and long operational stability remains elusive.
results	while	In addition DDS retains the electron-transport property of diphenyl sulfone (Supplementary Fig. # and Supplementary Note #) while its amino group can help to control the growth of perovskite nanocrystals through chemical bonding with the perovskite as will be discussed later.	1	1	10.1038/s41467-020-14747-6	In addition DDS retains the electron-transport property of diphenyl sulfone (Supplementary Fig. 1 and Supplementary Note 1) while its amino group can help to control the growth of perovskite nanocrystals through chemical bonding with the perovskite as will be discussed later.
results	but	The absorption spectra of the PMC thin films (Fig. #d) show features similar to that of the #D FAPbI₃ control film but with a slightly decreased bandgap (Supplementary Fig. #) possibly due to different dielectric environment in different films.	1	1	10.1038/s41467-020-14747-6	The absorption spectra of the PMC thin films (Fig. 2d) show features similar to that of the 3D FAPbI₃ control film but with a slightly decreased bandgap (Supplementary Fig. 6) possibly due to different dielectric environment in different films.
results	yet	These combined XRD and absorption measurements suggest that the addition of DDS leads to the formation of a few amount of yet high-quality α-FAPbI₃ crystal nuclei after spin-coating.	1	1	10.1038/s41467-020-14747-6	These combined XRD and absorption measurements suggest that the addition of DDS leads to the formation of a few amount of yet high-quality α-FAPbI₃ crystal nuclei after spin-coating.
results	however	However both ν(C=N)FA and δ(NH₂)FA of FA⁺ ions shift to higher wavenumbers in the DDS + FAI mixture film suggesting that there is no hydrogen bond forming between FA⁺ and DDS.	1	1	10.1038/s41467-020-14747-6	However both ν(C=N)FA and δ(NH₂)FA of FA⁺ ions shift to higher wavenumbers in the DDS + FAI mixture film suggesting that there is no hydrogen bond forming between FA⁺ and DDS.
results	whereas	The control device shows a peak EQE of #% at a current density of # mA cm⁻² (# V) whereas the device based on the # DDS film shows the highest EQE of #% at a current density of # mA cm⁻² (# V).	1	1	10.1038/s41467-020-14747-6	The control device shows a peak EQE of 7.0% at a current density of 203.1 mA cm⁻² (2.6 V) whereas the device based on the 1.0 DDS film shows the highest EQE of 17.3% at a current density of 28 mA cm⁻² (2.2 V).
discussion	however	However the EL intensities of aged device (magenta line) are lower than those of fresh device (red line) suggesting the formation of EL quenchers.	1	1	10.1038/s41467-020-14747-6	However the EL intensities of aged device (magenta line) are lower than those of fresh device (red line) suggesting the formation of EL quenchers.
discussion	whereas	In addition we find that the degradation of our PeLEDs at a relatively low driving voltage is mainly caused by the degradation of the emissive layer; whereas at a relatively high driving voltage the degradation of the interfaces between the emissive layer and charge-transport layers could be one of the main degradation channels.	1	1	10.1038/s41467-020-14747-6	In addition we find that the degradation of our PeLEDs at a relatively low driving voltage is mainly caused by the degradation of the emissive layer; whereas at a relatively high driving voltage the degradation of the interfaces between the emissive layer and charge-transport layers could be one of the main degradation channels.
methods	but	The other PMC precursor solutions with different amounts of DDS were prepared by the same process but with different amounts of DDS.	1	1	10.1038/s41467-020-14747-6	The other PMC precursor solutions with different amounts of DDS were prepared by the same process but with different amounts of DDS.
introduction	however	However in addition to the stability issues present in solar cells there are several unique challenges associated with PeLEDs such as the imbalanced charge injection shunts associated with the very thin film thickness and the rapid degradation of electroluminescence during operation.	1	1	10.1038/s41467-021-20970-6	However in addition to the stability issues present in solar cells there are several unique challenges associated with PeLEDs such as the imbalanced charge injection shunts associated with the very thin film thickness and the rapid degradation of electroluminescence during operation.
introduction	although	Although this strategy has led to a T₅₀ (the time it takes for external quantum efficiency (EQE) to drop to half of its maximum) of # h under # mA cm⁻² (ref. ) the EQE of such devices is somewhat compromised due to the poor charge transport between the inorganic layers.	1	1	10.1038/s41467-021-20970-6	Although this strategy has led to a T₅₀ (the time it takes for external quantum efficiency (EQE) to drop to half of its maximum) of 100 h under 25 mA cm⁻² (ref. ) the EQE of such devices is somewhat compromised due to the poor charge transport between the inorganic layers.
introduction	yet	Moreover due to the enlarged band gaps of the #D perovskites the emission wavelength of these LEDs cannot yet reach the infrared range.	1	1	10.1038/s41467-021-20970-6	Moreover due to the enlarged band gaps of the 2D perovskites the emission wavelength of these LEDs cannot yet reach the infrared range.
introduction	while	Mixed #D/#D perovskites have also been introduced to improve the stability of PeLEDs while maintaining high device performance achieving an estimated T₅₀ > # h under initial radiance of about # W sr⁻¹ m⁻².	1	1	10.1038/s41467-021-20970-6	Mixed 2D/3D perovskites have also been introduced to improve the stability of PeLEDs while maintaining high device performance achieving an estimated T₅₀ > 200 h under initial radiance of about 10 W sr⁻¹ m⁻².
results	but	In order to understand how the steric and Coulomb interactions of the molecules affect the passivation results we investigate four molecular cations with the same end groups but different alkyl chain lengths namely phenylmethylammonium iodide (PMAI n = #) phenethylammonium iodide (PEAI n = #) PPAI (n = #) and phenylbutanammonium iodide (PBAI n = #) as shown in Fig. #b.	1	1	10.1038/s41467-021-20970-6	In order to understand how the steric and Coulomb interactions of the molecules affect the passivation results we investigate four molecular cations with the same end groups but different alkyl chain lengths namely phenylmethylammonium iodide (PMAI n = 1) phenethylammonium iodide (PEAI n = 2) PPAI (n = 3) and phenylbutanammonium iodide (PBAI n = 4) as shown in Fig. 1b.
results	although	It is worth noting that no XRD signals corresponding to #D perovskite phases are observed although we cannot exclude that there might be an ultrathin layer of #D phase present at the #D perovskite surface.	1	1	10.1038/s41467-021-20970-6	It is worth noting that no XRD signals corresponding to 2D perovskite phases are observed although we cannot exclude that there might be an ultrathin layer of 2D phase present at the 3D perovskite surface.
results	while	Through the time-resolved photoluminescence (TRPL) measurements (Fig. #f and Supplementary Fig. #) we observe a consistent trend that surface treatments by PMAI (n = #) PEAI (n = #) and PPAI (n = #) all increase the carrier lifetime in the perovskite films while the treatment by PBAI (n = #) shortens the carrier lifetime. (Note that the steady-state PL is performed with a lower excitation intensity compared to TRPL and therefore reveals a more pronounced difference among the samples.) The TRPL data can be well fitted assuming a combination of monomolecular recombination k₁ (trap-assisted recombination) bimolecular recombination k₂ (band-to-band recombination) and Auger recombination k₃ (refs. ) (fitting parameters shown in Supplementary Table #).	1	1	10.1038/s41467-021-20970-6	Through the time-resolved photoluminescence (TRPL) measurements (Fig. 1f and Supplementary Fig. 7) we observe a consistent trend that surface treatments by PMAI (n = 1) PEAI (n = 2) and PPAI (n = 3) all increase the carrier lifetime in the perovskite films while the treatment by PBAI (n = 4) shortens the carrier lifetime. (Note that the steady-state PL is performed with a lower excitation intensity compared to TRPL and therefore reveals a more pronounced difference among the samples.) The TRPL data can be well fitted assuming a combination of monomolecular recombination k₁ (trap-assisted recombination) bimolecular recombination k₂ (band-to-band recombination) and Auger recombination k₃ (refs. ) (fitting parameters shown in Supplementary Table 1).
results	however	It can be seen that except for n = #, all devices show similar peak EQE (Fig. #a) and electroluminescence peak (Supplementary Fig. #); however the roll-off of the EQE in the passivated devices is much less severe than that of the untreated (control) device.	1	1	10.1038/s41467-021-20970-6	It can be seen that except for n = 4, all devices show similar peak EQE (Fig. 2a) and electroluminescence peak (Supplementary Fig. 8); however the roll-off of the EQE in the passivated devices is much less severe than that of the untreated (control) device.
methods	while	To determine the energies of several configurations with a migrating I ion the top two layers of the FAPbI₃ slab could relax while the bottom seven layers and the position of the “migrating” I ions were fixed.	1	1	10.1038/s41467-021-20970-6	To determine the energies of several configurations with a migrating I ion the top two layers of the FAPbI₃ slab could relax while the bottom seven layers and the position of the “migrating” I ions were fixed.
abstract	yet	More importantly devices exhibit a record luminance of #,# cd m⁻² due to the suppressed efficiency roll-off which represent one of the brightest visible PeLEDs yet.	1	1	10.1038/s41467-020-20555-9	More importantly devices exhibit a record luminance of 82,480 cd m⁻² due to the suppressed efficiency roll-off which represent one of the brightest visible PeLEDs yet.
introduction	however	However the problem has yet to be fully solved due to the limited number of solutions.	1	1	10.1038/s41467-020-20555-9	However the problem has yet to be fully solved due to the limited number of solutions.
introduction	nevertheless	Nevertheless the first-order exciton recombination rate also decreases meanwhile which leads to a notable PLQY decline that is unwanted for LED application.	1	1	10.1038/s41467-020-20555-9	Nevertheless the first-order exciton recombination rate also decreases meanwhile which leads to a notable PLQY decline that is unwanted for LED application.
introduction	yet	Moreover due to the slow efficiency roll-off the devices exhibit a record luminance of #,# cd m⁻², representing one of the brightest visible PeLEDs yet (EQE > #%).	1	1	10.1038/s41467-020-20555-9	Moreover due to the slow efficiency roll-off the devices exhibit a record luminance of 82,480 cd m⁻², representing one of the brightest visible PeLEDs yet (EQE > 15%).
results	nevertheless	Nevertheless <n > = # film is selected for further investigation due to its outstanding emission property.	1	1	10.1038/s41467-020-20555-9	Nevertheless <n > = 4 film is selected for further investigation due to its outstanding emission property.
results	however	However we noticed the PLQY of p-FPEA film dropped around #% at low carrier density compared to the PEA one.	1	1	10.1038/s41467-020-20555-9	However we noticed the PLQY of p-FPEA film dropped around 20% at low carrier density compared to the PEA one.
results	while	We fitted a fast decay time of # ns to the Auger recombination in PEA sample; While the fast decay time is elongated to # ns in the p-FPEA case under the same excitation density.	1	1	10.1038/s41467-020-20555-9	We fitted a fast decay time of 0.8 ns to the Auger recombination in PEA sample; While the fast decay time is elongated to 3.4 ns in the p-FPEA case under the same excitation density.
results	although	Although the Auger recombination constant is suppressed the corresponding PLQY especially at low excitation density is notably reduced which is unwanted for LED application (Fig. #b).	1	1	10.1038/s41467-020-20555-9	Although the Auger recombination constant is suppressed the corresponding PLQY especially at low excitation density is notably reduced which is unwanted for LED application (Fig. 2b).
results	but	The global fitting suggests that CF₃KO₃S treatment does not alter the high-order recombination kinetics but significantly suppresses the trap-assistant recombination rate.	1	1	10.1038/s41467-020-20555-9	The global fitting suggests that CF₃KO₃S treatment does not alter the high-order recombination kinetics but significantly suppresses the trap-assistant recombination rate.
abstract	but	Tandem light-emitting diodes (LEDs) offer advantages in efficiency brightness and lower the current density for a target brightness but their implementation in solution-processed perovskite LEDs is limited by interconnection strategies that introduce high voltage penalties and poor robustness.	1	1	10.1038/s41467-026-75756-5	Tandem light-emitting diodes (LEDs) offer advantages in efficiency brightness and lower the current density for a target brightness but their implementation in solution-processed perovskite LEDs is limited by interconnection strategies that introduce high voltage penalties and poor robustness.
introduction	however	However in state-of-the-art devices both PLQYs of perovskite emitters and device outcoupling efficiencies are now approaching their theoretical limits which increasingly shifts further performance gains towards device-level strategies that can sustain efficiency and lifetime under practical electrical driving conditions.	1	1	10.1038/s41467-026-75756-5	However in state-of-the-art devices both PLQYs of perovskite emitters and device outcoupling efficiencies are now approaching their theoretical limits which increasingly shifts further performance gains towards device-level strategies that can sustain efficiency and lifetime under practical electrical driving conditions.
introduction	while	The performance of tandem devices critically depends on the design of interconnection layers (ICLs) which electrically link the subunits while maintaining favorable optical transparency and minimal electrical overhead.	1	1	10.1038/s41467-026-75756-5	The performance of tandem devices critically depends on the design of interconnection layers (ICLs) which electrically link the subunits while maintaining favorable optical transparency and minimal electrical overhead.
introduction	despite	Despite their importance ICLs suitable for tandem PeLEDs remain challenging to realize.	1	1	10.1038/s41467-026-75756-5	Despite their importance ICLs suitable for tandem PeLEDs remain challenging to realize.
results	while	While all three types of HTLs show a similar upward band bending at the heterointerfaces (Supplementary Fig. #) thickness-dependent UPS shows that the Fermi levels (EF) pinning position at the Poly-TPD/MoOx interface lies within ~# eV of Poly-TPD HOMO tail states whereas it is further away from the HTL HOMO edge for TCTA/MoOx and CBP/MoOx (around # and # eV above the HOMO edge of the HTL respectively) (Fig. #d and Supplementary Fig. #).	1	1	10.1038/s41467-026-75756-5	While all three types of HTLs show a similar upward band bending at the heterointerfaces (Supplementary Fig. 1) thickness-dependent UPS shows that the Fermi levels (EF) pinning position at the Poly-TPD/MoOx interface lies within ~0.1 eV of Poly-TPD HOMO tail states whereas it is further away from the HTL HOMO edge for TCTA/MoOx and CBP/MoOx (around 0.14 and 0.25 eV above the HOMO edge of the HTL respectively) (Fig. 1d and Supplementary Fig. 2).
results	although	Note that although a thick Poly-TPD layer enables a slightly higher EQE of over #% the device exhibits severe EQE roll-off under elevated current densities (Supplementary Fig. #) resulting in a significantly dropped radiance of around # W sr⁻¹ m⁻².	1	1	10.1038/s41467-026-75756-5	Note that although a thick Poly-TPD layer enables a slightly higher EQE of over 45% the device exhibits severe EQE roll-off under elevated current densities (Supplementary Fig. 9) resulting in a significantly dropped radiance of around 300 W sr⁻¹ m⁻².
results	but	Concurrently we also evaluated the device performance of tandem PeLEDs utilizing ICLs consisting of the same Poly-TPD/MoOx CGL and ALD-SnO₂ but adopting the aforementioned bridging designs.	1	1	10.1038/s41467-026-75756-5	Concurrently we also evaluated the device performance of tandem PeLEDs utilizing ICLs consisting of the same Poly-TPD/MoOx CGL and ALD-SnO₂ but adopting the aforementioned bridging designs.
results	despite	Despite the higher efficiencies we noticed that the maximum radiances of multijunction PeLEDs are constrained by the enlarged EQE roll-off mainly due to the more severe Joule heating within operating multijunction tandem PeLEDs compared with that in single-junction device (Supplementary Fig. #).	1	1	10.1038/s41467-026-75756-5	Despite the higher efficiencies we noticed that the maximum radiances of multijunction PeLEDs are constrained by the enlarged EQE roll-off mainly due to the more severe Joule heating within operating multijunction tandem PeLEDs compared with that in single-junction device (Supplementary Fig. 21).
abstract	yet	Perovskite quantum dots (PQDs) are promising emitters for next-generation light-emitting diodes (LEDs) yet PQD-based near-infrared (NIR) LEDs still suffer from low external quantum efficiencies (EQEs) and severe efficiency roll-off.	1	1	10.1038/s41377-026-02237-1	Perovskite quantum dots (PQDs) are promising emitters for next-generation light-emitting diodes (LEDs) yet PQD-based near-infrared (NIR) LEDs still suffer from low external quantum efficiencies (EQEs) and severe efficiency roll-off.
abstract	while	Incorporating the multifunctional ionic liquid #-methyl-#-propylimidazolium iodide (MPII) into the antisolvent suppresses defect formation while forming an in situ protective layer effectively reducing surface traps and preserving PQD structural integrity.	1	1	10.1038/s41377-026-02237-1	Incorporating the multifunctional ionic liquid 1-methyl-3-propylimidazolium iodide (MPII) into the antisolvent suppresses defect formation while forming an in situ protective layer effectively reducing surface traps and preserving PQD structural integrity.
introduction	however	However achieving efficient and stable NIR emission remains an outstanding challenge.	1	1	10.1038/s41377-026-02237-1	However achieving efficient and stable NIR emission remains an outstanding challenge.
introduction	while	While PQD-based visible LEDs have rapidly reached external quantum efficiencies (EQEs) exceeding #% NIR counterparts have stagnated below #% and suffer from severe efficiency roll-off at high brightness—a critical bottleneck for practical deployment.	1	1	10.1038/s41377-026-02237-1	While PQD-based visible LEDs have rapidly reached external quantum efficiencies (EQEs) exceeding 20% NIR counterparts have stagnated below 20% and suffer from severe efficiency roll-off at high brightness—a critical bottleneck for practical deployment.
introduction	but	Conventional ligand exchange strategies—designed to replace insulating long-chain ligands with shorter conductive ones—can improve carrier transport but often destabilize the PQD lattice induce surface traps and trigger aggregation particularly because these exchanges rely on polar solvents.	1	1	10.1038/s41377-026-02237-1	Conventional ligand exchange strategies—designed to replace insulating long-chain ligands with shorter conductive ones—can improve carrier transport but often destabilize the PQD lattice induce surface traps and trigger aggregation particularly because these exchanges rely on polar solvents.
results	however	However during purification ligand loss exposes the high-energy PQD surface leading to severe aggregation and lattice collapse which significantly degrades the optical properties and stability of PQDs.	1	1	10.1038/s41377-026-02237-1	However during purification ligand loss exposes the high-energy PQD surface leading to severe aggregation and lattice collapse which significantly degrades the optical properties and stability of PQDs.
results	despite	Notably despite the average PL lifetime of the spin-coated control and MPII-treated PQD films decreasing compared with their corresponding solution the reduction in average lifetime for the MPII-treated films was much less pronounced than that of the control films (Fig.	1	1	10.1038/s41377-026-02237-1	Notably despite the average PL lifetime of the spin-coated control and MPII-treated PQD films decreasing compared with their corresponding solution the reduction in average lifetime for the MPII-treated films was much less pronounced than that of the control films (Fig.
results	while	The improved PL stability can be attributed to the dual function of MPI⁺ cations: while passivating surface defects their alkyl side chain simultaneously forms a hydrophobic protective layer on PQD surface as supported by the increased water contact angle (Fig. #i).	1	1	10.1038/s41377-026-02237-1	The improved PL stability can be attributed to the dual function of MPI⁺ cations: while passivating surface defects their alkyl side chain simultaneously forms a hydrophobic protective layer on PQD surface as supported by the increased water contact angle (Fig. 2i).
results	whereas	The invisibility of the water-based ink under NIR illumination originates from its negligible absorption in the NIR region whereas printer inks containing carbon-based pigments exhibit strong NIR absorption.	1	1	10.1038/s41377-026-02237-1	The invisibility of the water-based ink under NIR illumination originates from its negligible absorption in the NIR region whereas printer inks containing carbon-based pigments exhibit strong NIR absorption.
methods	while	The PMA-# system was connected to an integrating sphere (# in collecting device forward light) and a power supply system (controlling current output) while a PR-# instrument (Photo Research #-# nm) was adopted to calibrate the absolute radiance.	1	1	10.1038/s41377-026-02237-1	The PMA-12 system was connected to an integrating sphere (3.3 in collecting device forward light) and a power supply system (controlling current output) while a PR-745 instrument (Photo Research 380-1060 nm) was adopted to calibrate the absolute radiance.
introduction	however	However, blue PeLEDs, as one of the most important prerequisites, tremendously impede the progress in commercialization.	1	1	10.1038/s41467-019-09794-7	However, blue PeLEDs, as one of the most important prerequisites, tremendously impede the progress in commercialization.
