from_section	to_section	pattern	occurrences	paper_count	top_papers	exemplar_quotes
discussion	methods	The zinc-blende CdSe/CdS core/shell QDs with different core sizes and shell thicknesses were prepared according to the method reported in our previous report.	1	1	10.1038/s41467-019-09737-2	The zinc-blende CdSe/CdS core/shell QDs with different core sizes and shell thicknesses were prepared according to the method reported in our previous report.
abstract	introduction	Hot carrier cooling is a process in which photoexcited carriers lose their excess kinetic energy as heat, limiting the maximum thermodynamic efficiency of photovoltaic devices.	1	1	10.1038/s41467-019-12558-y	Hot carrier cooling is a process in which photoexcited carriers lose their excess kinetic energy as heat, limiting the maximum thermodynamic efficiency of photovoltaic devices.
introduction	results	We study the carrier cooling dynamics of CdSe QDs doped with Cu.	1	1	10.1038/s41467-019-12558-y	We study the carrier cooling dynamics of CdSe QDs doped with Cu.
results	discussion	The slowdown of the hot electron cooling in Cu-doped QDs can be understood from the competition between the different cooling channels.	1	1	10.1038/s41467-019-12558-y	The slowdown of the hot electron cooling in Cu-doped QDs can be understood from the competition between the different cooling channels.
discussion	methods	Synthesis of Cu-doped CdSe QDs	1	1	10.1038/s41467-019-12558-y	Synthesis of Cu-doped CdSe QDs
abstract	introduction	Colloidal semiconductor quantum dots (QDs) have emerged as a promising candidate for many technological applicationssuch as lighting solar cells photon detectors and optical computing—owing to their facile processability and size-dependent optical properties.	1	1	10.1038/s41467-025-61511-9	Colloidal semiconductor quantum dots (QDs) have emerged as a promising candidate for many technological applicationssuch as lighting solar cells photon detectors and optical computing—owing to their facile processability and size-dependent optical properties.
introduction	results	Bright emitters without gain	1	1	10.1038/s41467-025-61511-9	Bright emitters without gain
results	discussion	While the limited gain of InP-based QDs (Fig. #) was already indicative of hot-carrier trapping the experiments in Figs. #–# provided (direct) evidence and more insights into the process.	1	1	10.1038/s41467-025-61511-9	While the limited gain of InP-based QDs (Fig. 1) was already indicative of hot-carrier trapping the experiments in Figs. 2–4 provided (direct) evidence and more insights into the process.
discussion	methods	Synthesis procedure InP/ZnSe/ZnS quantum dots	1	1	10.1038/s41467-025-61511-9	Synthesis procedure InP/ZnSe/ZnS quantum dots
abstract	introduction	Metal halide perovskites have triggered tremendous research interest due to their favorable optoelectronic properties such as wide-range tunable bandgap, balanced carrier mobility, and long carrier diffusion lengths, high luminescence efficiency, etc.	1	1	10.1038/s41467-019-08561-y	Metal halide perovskites have triggered tremendous research interest due to their favorable optoelectronic properties such as wide-range tunable bandgap, balanced carrier mobility, and long carrier diffusion lengths, high luminescence efficiency, etc.
introduction	results	Figure #a schematically shows the device structure of the Pero LED.	1	1	10.1038/s41467-019-08561-y	Figure 1a schematically shows the device structure of the Pero LED.
results	discussion	Metal halide hybrid perovskites are promising materials for LED application, however, the conventional planar device structure sets a constraint for light outcoupling.	1	1	10.1038/s41467-019-08561-y	Metal halide hybrid perovskites are promising materials for LED application, however, the conventional planar device structure sets a constraint for light outcoupling.
discussion	methods	Poly(#,#-ethylenedioxythiophene): poly(styrenesulfonate) (PEDOT: PSS) pellets, Poly(#,#′-dioctyl-fluorene) (F#), CH # NH # Br (MABr), PbBr #, n -Butylammonium bromide (n -BABr) and dimethylformamide (DMF) were purchased from Sigma Aldrich.	1	1	10.1038/s41467-019-08561-y	Poly(3,4-ethylenedioxythiophene): poly(styrenesulfonate) (PEDOT: PSS) pellets, Poly(9,9′-dioctyl-fluorene) (F8), CH 3 NH 3 Br (MABr), PbBr 2, n -Butylammonium bromide (n -BABr) and dimethylformamide (DMF) were purchased from Sigma Aldrich.
abstract	introduction	Metal-halide perovskites have emerged as a new class of semiconductor materials for next-generation display and lighting applications.	1	1	10.1038/s41467-021-24616-5	Metal-halide perovskites have emerged as a new class of semiconductor materials for next-generation display and lighting applications.
introduction	results	To create highly luminescent Ge–Pb perovskite films, we dissolved cesium bromide (CsBr), germanium bromide (GeBr #), lead bromide (PbBr #), phenylethylammonium bromide (PEABr), and molecular additive #,#,#,#,#,#-hexaoxacyclooctadecane in DMSO to form the precursor solution (see ‘Methods’ for details).	1	1	10.1038/s41467-021-24616-5	To create highly luminescent Ge–Pb perovskite films, we dissolved cesium bromide (CsBr), germanium bromide (GeBr 2), lead bromide (PbBr 2), phenylethylammonium bromide (PEABr), and molecular additive 1,4,7,10,13,16-hexaoxacyclooctadecane in DMSO to form the precursor solution (see ‘Methods’ for details).
results	discussion	In summary, we have developed highly luminescent Ge–Pb perovskite films with PL efficiencies of up to #%, showing a considerable relative improvement of ~#% over similarly prepared Ge-free, Pb-based perovskite films.	1	1	10.1038/s41467-021-24616-5	In summary, we have developed highly luminescent Ge–Pb perovskite films with PL efficiencies of up to 71%, showing a considerable relative improvement of ~34% over similarly prepared Ge-free, Pb-based perovskite films.
discussion	methods	Preparation of perovskite precursor solution and films	1	1	10.1038/s41467-021-24616-5	Preparation of perovskite precursor solution and films
abstract	introduction	Colloidal quantum dots (QDs) are promising emitters for light-emitting diodes (LEDs) owning to their spectrally narrow emission, broad color tunability across the visible spectrum, and excellent solution processability, which offers significant advantages for large-area film fabrication.	1	1	10.1038/s41467-026-73298-4	Colloidal quantum dots (QDs) are promising emitters for light-emitting diodes (LEDs) owning to their spectrally narrow emission, broad color tunability across the visible spectrum, and excellent solution processability, which offers significant advantages for large-area film fabrication.
introduction	results	Synthesis of CdSe/CdZnSe/ZnSeS core/shell NRs	1	1	10.1038/s41467-026-73298-4	Synthesis of CdSe/CdZnSe/ZnSeS core/shell NRs
results	discussion	We developed a robust synthetic strategy for CdSe/CdZnSe/ZnSeS core/shell NRs featuring thick compositionally gradient shells with well-controlled dimensions (length: # ± # nm, diameter: # ± # nm, aspect ratio ≈ #).	1	1	10.1038/s41467-026-73298-4	We developed a robust synthetic strategy for CdSe/CdZnSe/ZnSeS core/shell NRs featuring thick compositionally gradient shells with well-controlled dimensions (length: 26.2 ± 3.8 nm, diameter: 12.1 ± 2.1 nm, aspect ratio ≈ 2.2).
discussion	methods	Cadmium oxide (CdO, #%), trioctylphosphine oxide (TOPO, #%), trioctylphosphine (TOP, #%), selenium (Se, #,#%), sulfur (S, #%) were purchased from Sigma-Aldrich.	1	1	10.1038/s41467-026-73298-4	Cadmium oxide (CdO, 99.99%), trioctylphosphine oxide (TOPO, 99%), trioctylphosphine (TOP, 97%), selenium (Se, 99,99%), sulfur (S, 99%) were purchased from Sigma-Aldrich.
abstract	introduction	Solution-processed second near-infrared window light-emitting diodes (NIR-II LEDs, #–# nm) garner significant attention for their nonvisible illumination, deep tissue penetration, and exceptional flexibility.	1	1	10.1038/s41467-026-72625-z	Solution-processed second near-infrared window light-emitting diodes (NIR-II LEDs, 900–1700 nm) garner significant attention for their nonvisible illumination, deep tissue penetration, and exceptional flexibility.
introduction	results	Morphology modulation optimizes charge injection	1	1	10.1038/s41467-026-72625-z	Morphology modulation optimizes charge injection
results	methods	Tin iodide (#%), Tin chloride (≥#%), Cesium iodide (#%), Tin powder (particle size <# µm, #%), #-Crown-# (#%), Dimethyl sulfoxide (anhydrous, ≥#%), Chlorobenzene (#%), Lithium fluoride (#%), and Poly(sodium #-styrenesulfonate) powder (PSS:Na) were all purchased from Sigma-Aldrich.	1	1	10.1038/s41467-026-72625-z	Tin iodide (99.999%), Tin chloride (≥99.9%), Cesium iodide (99.9%), Tin powder (particle size <45 µm, 99.8%), 18-Crown-6 (99%), Dimethyl sulfoxide (anhydrous, ≥99.9%), Chlorobenzene (99.9%), Lithium fluoride (99.995%), and Poly(sodium 4-styrenesulfonate) powder (PSS:Na) were all purchased from Sigma-Aldrich.
abstract	introduction	Hybrid organicinorganic halide perovskite semiconductors are presently being explored for application in light emitting diodes (LEDs) and lasers because they combine high color purity with a broadly tunable bandgap and attractive gain characteristics.	1	1	10.1038/s41467-018-07383-8	Hybrid organicinorganic halide perovskite semiconductors are presently being explored for application in light emitting diodes (LEDs) and lasers because they combine high color purity with a broadly tunable bandgap and attractive gain characteristics.
introduction	results	DC versus pulsed operation	1	1	10.1038/s41467-018-07383-8	DC versus pulsed operation
results	discussion	Taken together the data above point to a picture in which perovskite LED operation at low currents is heavily influenced by the distribution of ionic charge which affects both the trap density and internal field distribution in the device.	1	1	10.1038/s41467-018-07383-8	Taken together the data above point to a picture in which perovskite LED operation at low currents is heavily influenced by the distribution of ionic charge which affects both the trap density and internal field distribution in the device.
discussion	methods	MAI (BAI) was synthesized by mixing methylamine (n-butylamine) (Sigma Aldrich) with HI (Sigma Aldrich) in a #:# molar ratio.	1	1	10.1038/s41467-018-07383-8	MAI (BAI) was synthesized by mixing methylamine (n-butylamine) (Sigma Aldrich) with HI (Sigma Aldrich) in a 1:1 molar ratio.
abstract	introduction	Low-temperature solution-processed metal halide perovskites show excellent luminescence and charge transport properties high color purity and tunable bandgap making them promising for low-cost and high-performance light-emitting diode (LED) applications.	1	1	10.1038/s41467-018-03049-7	Low-temperature solution-processed metal halide perovskites show excellent luminescence and charge transport properties high color purity and tunable bandgap making them promising for low-cost and high-performance light-emitting diode (LED) applications.
introduction	results	Origin of efficiency roll-off in PeLEDs	1	1	10.1038/s41467-018-03049-7	Origin of efficiency roll-off in PeLEDs
results	discussion	By simultaneously measuring the EL and PL on a working device supported by transient PL decay measurements we conclude that the efficiency roll-off in perovskite LEDs is mainly due to luminescence quenching which is most likely caused by an Auger recombination.	1	1	10.1038/s41467-018-03049-7	By simultaneously measuring the EL and PL on a working device supported by transient PL decay measurements we conclude that the efficiency roll-off in perovskite LEDs is mainly due to luminescence quenching which is most likely caused by an Auger recombination.
discussion	methods	Preparation of perovskite MQW	1	1	10.1038/s41467-018-03049-7	Preparation of perovskite MQW
abstract	introduction	Metal halide perovskites have attracted significant attention for light-emitting applications because of their excellent properties such as high photoluminescence quantum efficiency (PLQE) narrow emission bandwidth readily tunable emission spectra ranging from ultraviolet to near-infrared and solution processability.	1	1	10.1038/s41467-020-14747-6	Metal halide perovskites have attracted significant attention for light-emitting applications because of their excellent properties such as high photoluminescence quantum efficiency (PLQE) narrow emission bandwidth readily tunable emission spectra ranging from ultraviolet to near-infrared and solution processability.
introduction	results	The PMC thin films are prepared by facile one-step spin-coating from precursor solutions of formamidinium iodide (FAI) lead iodide (PbI₂) and DDS dissolved in NN-dimethylformamide (DMF) (x DDS films where x = #, # and #, denote the films prepared with a DDS:Pb²⁺ molar ratio of x:#; see the “Methods” section for details).	1	1	10.1038/s41467-020-14747-6	The PMC thin films are prepared by facile one-step spin-coating from precursor solutions of formamidinium iodide (FAI) lead iodide (PbI₂) and DDS dissolved in NN-dimethylformamide (DMF) (x DDS films where x = 0.5, 1.0 and 2.0, denote the films prepared with a DDS:Pb²⁺ molar ratio of x:1.0; see the “Methods” section for details).
results	discussion	We also measure the operational stability of the # DDS film-based LED at various constant current densities.	1	1	10.1038/s41467-020-14747-6	We also measure the operational stability of the 1.0 DDS film-based LED at various constant current densities.
discussion	methods	Colloidal ZnO nanocrystals were synthesized following the reported solution-precipitation process.	1	1	10.1038/s41467-020-14747-6	Colloidal ZnO nanocrystals were synthesized following the reported solution-precipitation process.
abstract	introduction	In the past few years the technology of perovskite light emitting diodes (PeLEDs) has developed rapidly exhibiting highly attractive properties such as high efficiency high luminance and radiance excellent color tunability and purity etc..	1	1	10.1038/s41467-021-20970-6	In the past few years the technology of perovskite light emitting diodes (PeLEDs) has developed rapidly exhibiting highly attractive properties such as high efficiency high luminance and radiance excellent color tunability and purity etc..
introduction	results	Passivation effects on films	1	1	10.1038/s41467-021-20970-6	Passivation effects on films
results	discussion	In summary we explored surface passivation of #D perovskite films with a series of phenylalkylammonium iodides of varying alkyl chain lengths.	1	1	10.1038/s41467-021-20970-6	In summary we explored surface passivation of 3D perovskite films with a series of phenylalkylammonium iodides of varying alkyl chain lengths.
discussion	methods	Cesium iodide (CsI) FAI and #-ammonium valeric acid iodide (#AVAI) were purchased from Greatcellsolar.	1	1	10.1038/s41467-021-20970-6	Cesium iodide (CsI) FAI and 5-ammonium valeric acid iodide (5AVAI) were purchased from Greatcellsolar.
abstract	introduction	Quasi-#D perovskites with self-assembled multiple-quantum-well structures represent an important category of perovskites have achieved great success in perovskite light-emitting diodes (PeLEDs).	1	1	10.1038/s41467-020-20555-9	Quasi-2D perovskites with self-assembled multiple-quantum-well structures represent an important category of perovskites have achieved great success in perovskite light-emitting diodes (PeLEDs).
introduction	results	Manipulation of exciton binding energy	1	1	10.1038/s41467-020-20555-9	Manipulation of exciton binding energy
results	discussion	Rapid nonradiative Auger recombination rate is an important challenge faced by quasi-#D perovskites which causes significant efficiency roll-off and impedes their further commercialization.	1	1	10.1038/s41467-020-20555-9	Rapid nonradiative Auger recombination rate is an important challenge faced by quasi-2D perovskites which causes significant efficiency roll-off and impedes their further commercialization.
discussion	methods	Methylammonium bromide (MABr) was purchased from Dyesol.	1	1	10.1038/s41467-020-20555-9	Methylammonium bromide (MABr) was purchased from Dyesol.
abstract	introduction	Metal halide perovskites combine facile solution processability high photoluminescence quantum yields (PLQYs) superior color purity and high charge carrier mobility making them promising semiconductors for cost-effective color-saturated light-emitting diodes (LEDs) capable of operating at high brightness.	1	1	10.1038/s41467-026-75756-5	Metal halide perovskites combine facile solution processability high photoluminescence quantum yields (PLQYs) superior color purity and high charge carrier mobility making them promising semiconductors for cost-effective color-saturated light-emitting diodes (LEDs) capable of operating at high brightness.
introduction	results	As shown in Fig. #a the designed ICL for tandem PeLEDs consists of three key components: (i) a charge-generation layer (CGL) ensuring efficient generation of electron-hole pairs at low bias; (ii) a conformally grown compact atomic-layer-deposition processed tin oxide (ALD-SnO₂) that protects the functional layers underneath and facilitates electron injection toward the upper subunits; and (iii) a conductive bridging layer enabling barrier-free charge transport between CGL and ALD-SnO₂.	1	1	10.1038/s41467-026-75756-5	As shown in Fig. 1a the designed ICL for tandem PeLEDs consists of three key components: (i) a charge-generation layer (CGL) ensuring efficient generation of electron-hole pairs at low bias; (ii) a conformally grown compact atomic-layer-deposition processed tin oxide (ALD-SnO₂) that protects the functional layers underneath and facilitates electron injection toward the upper subunits; and (iii) a conductive bridging layer enabling barrier-free charge transport between CGL and ALD-SnO₂.
results	methods	Cesium iodide (CsI #%) lead bromide (PbBr₂, #%) cesium bromide (CsBr #%) ethoxylated polyethyleneimine (PEIE #% ethoxylated # wt. % in H#O) dimethyl sulfoxide (DMSO ≥#%) NN-dimethylformamide (DMF ≥#%) chlorobenzene (#%) MoOx (#%) #,#’-bis(carbazol-#-yl)biphenyl (CBP ≥#%) Isopropyl alcohol (IPA ≥#%) and #,#,#-trioxa-#,#-tridecanediamine (TTDDA #%) were purchased from Sigma-Aldrich.	1	1	10.1038/s41467-026-75756-5	Cesium iodide (CsI 99.999%) lead bromide (PbBr₂, 99.999%) cesium bromide (CsBr 99.999%) ethoxylated polyethyleneimine (PEIE 80% ethoxylated 37 wt. % in H2O) dimethyl sulfoxide (DMSO ≥99.9%) NN-dimethylformamide (DMF ≥99.8%) chlorobenzene (99.8%) MoOx (99.97%) 4,4’-bis(carbazol-9-yl)biphenyl (CBP ≥99%) Isopropyl alcohol (IPA ≥98%) and 4,7,10-trioxa-1,13-tridecanediamine (TTDDA 97%) were purchased from Sigma-Aldrich.
abstract	introduction	Light-emitting diodes (LEDs) underpin modern optoelectronics enabling technologies from energy-efficient displays to biomedical imaging and optical communications.	1	1	10.1038/s41377-026-02237-1	Light-emitting diodes (LEDs) underpin modern optoelectronics enabling technologies from energy-efficient displays to biomedical imaging and optical communications.
introduction	results	We synthesized FAPbI₃ PQDs via a hot-injection method following our previously established protocol.	1	1	10.1038/s41377-026-02237-1	We synthesized FAPbI₃ PQDs via a hot-injection method following our previously established protocol.
results	discussion	In summary we present an ionic liquid-mediated surface reconstruction strategy for PQDs.	1	1	10.1038/s41377-026-02237-1	In summary we present an ionic liquid-mediated surface reconstruction strategy for PQDs.
discussion	methods	The raw materials utilized in synthesis including formamidine acetate (HN=CHNH₂ ∙ CH₃COOH #% Sigma-Aldrich) lead (II) iodide (PbI₂, #% Adamas) #-octadecene (ODE #% Adamas) oleic acid (OA #% Adamas) oleylamine (OAm #% Adamas) octane (anhydrous #% Adamas) methyl acetate (MeOAc ≥#% Greagent) #-methyl-#-propylimidazolium iodide (MPII Sigma-Aldrich).	1	1	10.1038/s41377-026-02237-1	The raw materials utilized in synthesis including formamidine acetate (HN=CHNH₂ ∙ CH₃COOH 99% Sigma-Aldrich) lead (II) iodide (PbI₂, 99.999% Adamas) 1-octadecene (ODE 90% Adamas) oleic acid (OA 90% Adamas) oleylamine (OAm 90% Adamas) octane (anhydrous 99% Adamas) methyl acetate (MeOAc ≥98.0% Greagent) 1-methyl-3-propylimidazolium iodide (MPII Sigma-Aldrich).
abstract	introduction	Perovskite light-emitting diodes (PeLEDs) attract significant attention because of their high photoluminescence quantum yields (PLQYs), tunable light emission, and high color purity.	1	1	10.1038/s41467-019-09794-7	Perovskite light-emitting diodes (PeLEDs) attract significant attention because of their high photoluminescence quantum yields (PLQYs), tunable light emission, and high color purity.
introduction	results	Properties of #D Rb–Cs alloyed perovskites	1	1	10.1038/s41467-019-09794-7	Properties of 3D Rb–Cs alloyed perovskites
results	discussion	As mentioned above, the ratio of Rb to Cs, thickness of the quantum wells (<n> values), as well as content of excess RbBr synergistically determined the optical properties of the resulting perovskite, including emission wavelength, PLQYs, and spectral stability.	1	1	10.1038/s41467-019-09794-7	As mentioned above, the ratio of Rb to Cs, thickness of the quantum wells (<n> values), as well as content of excess RbBr synergistically determined the optical properties of the resulting perovskite, including emission wavelength, PLQYs, and spectral stability.
discussion	methods	PEDOT:PSS (Clevios P VP AL #) was purchased from Heraeus.	1	1	10.1038/s41467-019-09794-7	PEDOT:PSS (Clevios P VP AL 4083) was purchased from Heraeus.
abstract	introduction	Blue light-emitting diodes, with the Commission Internationale de l'Eclairage (CIE) y coordinate value below # along with the (x + y) value below #, are of critical importance for display and energy-saving lighting applications.	1	1	10.1038/s41467-020-20582-6	Blue light-emitting diodes, with the Commission Internationale de l'Eclairage (CIE) y coordinate value below 0.15 along with the (x + y) value below 0.30, are of critical importance for display and energy-saving lighting applications.
introduction	results	Device fabrication and spectral stability	1	1	10.1038/s41467-020-20582-6	Device fabrication and spectral stability
results	discussion	In summary, we have demonstrated that the notorious colour instability issues in mixed halide blue PeLEDs can be substantially mitigated across a wide range of emission colours from sky blue to deep blue region (#–# nm).	1	1	10.1038/s41467-020-20582-6	In summary, we have demonstrated that the notorious colour instability issues in mixed halide blue PeLEDs can be substantially mitigated across a wide range of emission colours from sky blue to deep blue region (490–451 nm).
discussion	methods	Caesium bromide (CsBr, #%), lead bromide (PbBr#, #%), lead chloride (PbCl#, #%) was purchased from Alfa Aesar.	1	1	10.1038/s41467-020-20582-6	Caesium bromide (CsBr, 99.999%), lead bromide (PbBr2, 99.999%), lead chloride (PbCl2, 99.999%) was purchased from Alfa Aesar.
abstract	introduction	Lanthanide ions with parity-allowed d-f transition (Ce#+, Eu#+) exhibit remarkable optical properties, such as excellent color purity, fast radiation recombination rate, and high light conversion efficiency.	1	1	10.1038/s41467-024-50508-5	Lanthanide ions with parity-allowed d-f transition (Ce3+, Eu2+) exhibit remarkable optical properties, such as excellent color purity, fast radiation recombination rate, and high light conversion efficiency.
introduction	results	Energy transfer in Cs#CeI#	1	1	10.1038/s41467-024-50508-5	Energy transfer in Cs3CeI6
results	discussion	In summary, we demonstrated efficient deep-blue RELEDs based on Ce-based halide semiconductors, Cs#CeI#	1	1	10.1038/s41467-024-50508-5	In summary, we demonstrated efficient deep-blue RELEDs based on Ce-based halide semiconductors, Cs3CeI6.
discussion	methods	Cerium (III) iodide (CeI#, #%) was purchased from Alfa Aesar.	1	1	10.1038/s41467-024-50508-5	Cerium (III) iodide (CeI3, 99.9%) was purchased from Alfa Aesar.
abstract	introduction	In the past decade, light-emitting diodes (LEDs) have dominated the light emission market in applications such as lighting, indicators and displays thanks to their outstanding performance including long lifetimes, low energy consumption, fast switching, small size and high robustness.	1	1	10.1038/s41467-024-49838-1	In the past decade, light-emitting diodes (LEDs) have dominated the light emission market in applications such as lighting, indicators and displays thanks to their outstanding performance including long lifetimes, low energy consumption, fast switching, small size and high robustness.
introduction	results	Development of perovskite-based Tamm plasmon structure	1	1	10.1038/s41467-024-49838-1	Development of perovskite-based Tamm plasmon structure
results	discussion	The EL angular response of both the narrow-angle and wide-angle-Tamm-plasmon-driven PeLEDs resemble the PL angular response of the narrow-angle and wide-angle-Tamm-plasmon-driven structures, respectively.	1	1	10.1038/s41467-024-49838-1	The EL angular response of both the narrow-angle and wide-angle-Tamm-plasmon-driven PeLEDs resemble the PL angular response of the narrow-angle and wide-angle-Tamm-plasmon-driven structures, respectively.
discussion	methods	Optical simulations were conducted using a custom code based on the transfer matrix method and a genetic algorithm for the Tamm plasmon structural design.	1	1	10.1038/s41467-024-49838-1	Optical simulations were conducted using a custom code based on the transfer matrix method and a genetic algorithm for the Tamm plasmon structural design.
abstract	introduction	Metal halide perovskite light-emitting diodes (PeLEDs) have garnered substantial attention in next-generation display technologies due to their featured characteristics, including narrow emission, high luminance, wide color gamut, and low-cost solution-processable fabrication.	1	1	10.1038/s41467-026-71292-4	Metal halide perovskite light-emitting diodes (PeLEDs) have garnered substantial attention in next-generation display technologies due to their featured characteristics, including narrow emission, high luminance, wide color gamut, and low-cost solution-processable fabrication.
introduction	results	Controllable crystal growth strategy	1	1	10.1038/s41467-026-71292-4	Controllable crystal growth strategy
results	discussion	The #D perovskites serve as promising candidates for achieving narrowband, efficient, and bright blue PeLEDs.	1	1	10.1038/s41467-026-71292-4	The 3D perovskites serve as promising candidates for achieving narrowband, efficient, and bright blue PeLEDs.
discussion	methods	Cesium bromide (CsBr, #%), lead bromide (PbBr#, #%), lead chloride (PbCl#, #%), and rubidium bromide (RbBr, #%) were purchased from Alfa Aesar.	1	1	10.1038/s41467-026-71292-4	Cesium bromide (CsBr, 99.999%), lead bromide (PbBr2, 99.999%), lead chloride (PbCl2, 99.999%), and rubidium bromide (RbBr, 99.99%) were purchased from Alfa Aesar.
abstract	introduction	The development of LEDs has created far-reaching impacts on lighting, display and information industries.	1	1	10.1038/s41467-022-31478-y	The development of LEDs has created far-reaching impacts on lighting, display and information industries.
introduction	results	We began our investigation by measuring the minimum operating voltages of LEDs based on emerging material systems.	1	1	10.1038/s41467-022-31478-y	We began our investigation by measuring the minimum operating voltages of LEDs based on emerging material systems.
results	discussion	In summary, we have demonstrated, through high-sensitivity photon detection experiments, that the voltage for EL operation could reach values below #% of the semiconductor bandgaps, exhibiting a large apparent energy gain of #–# eV per emitted photon.	1	1	10.1038/s41467-022-31478-y	In summary, we have demonstrated, through high-sensitivity photon detection experiments, that the voltage for EL operation could reach values below 50% of the semiconductor bandgaps, exhibiting a large apparent energy gain of 0.6–1.4 eV per emitted photon.
discussion	methods	Poly (#, #-dioctylfluorene-co-N-(#-(#-methylpropyl)) diphenylamine) (TFB, average molecular weight, ~#,# g mol−#) was purchased from Luminescence Technology Corp.	1	1	10.1038/s41467-022-31478-y	Poly (9, 9-dioctylfluorene-co-N-(4-(3-methylpropyl)) diphenylamine) (TFB, average molecular weight, ~50,000 g mol−1) was purchased from Luminescence Technology Corp.
abstract	introduction	In recent years, there has been considerable interest in near-infrared perovskite light-emitting diodes (NIR Pero-LEDs) due to their remarkable advancements in efficiency development.	1	1	10.1038/s41467-024-54160-x	In recent years, there has been considerable interest in near-infrared perovskite light-emitting diodes (NIR Pero-LEDs) due to their remarkable advancements in efficiency development.
introduction	results	Targeted elimination strategy for Sn#+ defects	1	1	10.1038/s41467-024-54160-x	Targeted elimination strategy for Sn4+ defects
results	discussion	In summary, we develop a targeted elimination strategy utilizing moisture-triggered hydrolysis of tin tetrahalide to remove Sn#+ defects and improve the corresponding Pero-LEDs performance and stability.	1	1	10.1038/s41467-024-54160-x	In summary, we develop a targeted elimination strategy utilizing moisture-triggered hydrolysis of tin tetrahalide to remove Sn4+ defects and improve the corresponding Pero-LEDs performance and stability.
discussion	methods	The materials used in this study all received without any purification.	1	1	10.1038/s41467-024-54160-x	The materials used in this study all received without any purification.
abstract	introduction	Solution-processed thin-film perovskite light-emitting diodes (LEDs) are considered to be promising candidates for emerging light-emitting technology owing to their high brightness, low power consumption, and potential low cost.	1	1	10.1038/s41467-025-58470-6	Solution-processed thin-film perovskite light-emitting diodes (LEDs) are considered to be promising candidates for emerging light-emitting technology owing to their high brightness, low power consumption, and potential low cost.
introduction	results	High-performance perovskite films and light-emitting diodes	1	1	10.1038/s41467-025-58470-6	High-performance perovskite films and light-emitting diodes
results	discussion	The A- and X-site alloyed perovskite strategy has been widely employed to achieve high-quality perovskite films, relying on precise control of crystallization for multiple phases.	1	1	10.1038/s41467-025-58470-6	The A- and X-site alloyed perovskite strategy has been widely employed to achieve high-quality perovskite films, relying on precise control of crystallization for multiple phases.
discussion	methods	Synthesis and material preparation.	1	1	10.1038/s41467-025-58470-6	Synthesis and material preparation.
abstract	introduction	Flexible light-emitting diodes (LEDs) are poised to revolutionize wearable displays and biocompatible electronics, demanding emissive materials that simultaneously achieve molecular precision, high efficiency, and mechanical robustness.	1	1	10.1038/s41467-025-67737-x	Flexible light-emitting diodes (LEDs) are poised to revolutionize wearable displays and biocompatible electronics, demanding emissive materials that simultaneously achieve molecular precision, high efficiency, and mechanical robustness.
introduction	results	Hydroxyaliphatic alkyne ligand (i.e., C#H#O) chelated decametallic Au#(C#H#O)# NCs, two interlocked #-membered rings oriented approximately perpendicular to each other, were synthesized through a sequential two-step procedure with moderate yields.	1	1	10.1038/s41467-025-67737-x	Hydroxyaliphatic alkyne ligand (i.e., C15H12O) chelated decametallic Au10(C15H11O)10 NCs, two interlocked 5-membered rings oriented approximately perpendicular to each other, were synthesized through a sequential two-step procedure with moderate yields.
results	discussion	In summary, we successfully fabricated efficient flexible CLEDs on ultrathin NOA# substrates using transparent MAM anodes and mCP-modified Au#(C#H#O)# emissive layers.	1	1	10.1038/s41467-025-67737-x	In summary, we successfully fabricated efficient flexible CLEDs on ultrathin NOA63 substrates using transparent MAM anodes and mCP-modified Au10(C15H11O)10 emissive layers.
discussion	methods	Hydrogen tetrachloroaurate(III) trihydrate (HAuCl#·#H#O, ≥# Au basis) was purchased from Sigma Aldrich.	1	1	10.1038/s41467-025-67737-x	Hydrogen tetrachloroaurate(III) trihydrate (HAuCl4·3H2O, ≥49.0 Au basis) was purchased from Sigma Aldrich.
abstract	introduction	Metal halide perovskites are becoming promising candidates for planar light-emitting diode (LED) applications due to their unique optoelectronic properties such as high photoluminescence quantum efficiency (PLQE) and good color purity.	1	1	10.1038/s41377-020-0328-6	Metal halide perovskites are becoming promising candidates for planar light-emitting diode (LED) applications due to their unique optoelectronic properties such as high photoluminescence quantum efficiency (PLQE) and good color purity.
introduction	results	In the present work, a microcavity was formed by using a total-reflection Au bottom electrode and a semitransparent Au top electrode in a simple top-emission (TE) LED device structure.	1	1	10.1038/s41377-020-0328-6	In the present work, a microcavity was formed by using a total-reflection Au bottom electrode and a semitransparent Au top electrode in a simple top-emission (TE) LED device structure.
results	discussion	In summary, we have investigated the optoelectronic properties of microcavity top-emission PeLEDs.	1	1	10.1038/s41377-020-0328-6	In summary, we have investigated the optoelectronic properties of microcavity top-emission PeLEDs.
discussion	methods	Synthesis and material preparation: Colloidal ZnO nanocrystals were synthesized by a solution-precipitation process.	1	1	10.1038/s41377-020-0328-6	Synthesis and material preparation: Colloidal ZnO nanocrystals were synthesized by a solution-precipitation process.
